ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,almacenamiento_formato_audiovisual_compatible,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq,Categoria_General
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,619.95,619.95,619.95,,,,4.0,16.0,,500.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1999.95,1999.95,1999.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,358.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1649.95,1649.95,1649.95,,,,30.0,32.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,358.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1209.95,1209.95,1209.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,90.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,669.95,669.95,669.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,89.0,,2259.0,,,124.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,1014.95,1014.95,1014.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,90.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,994.95,994.95,994.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,90.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,1039.95,1039.95,1039.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,191.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,660.95,660.95,660.95,,,,4.0,16.0,,1000.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,834.95,834.95,834.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,183.0,,2259.0,,,412.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1099.95,1099.95,1099.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,41.0,,2259.0,220.0,,54.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,914.95,914.95,914.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,164.0,,2259.0,118.0,,679.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,1124.95,1124.95,1124.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,191.0,,2259.0,118.0,,679.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,2514.95,2514.95,2514.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,74.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1949.95,1949.95,1949.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,191.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,699.95,699.95,699.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,164.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1349.95,1349.95,1349.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,70.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1634.95,1634.95,1634.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,487.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1199.95,1199.95,1199.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,183.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,764.95,764.95,764.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,89.0,,2259.0,,,124.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,989.95,989.95,989.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,90.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1339.95,1339.95,1339.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,183.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,769.95,769.95,769.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,13.0,,2259.0,118.0,,19.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1579.95,1579.95,1579.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,78.0,,2259.0,220.0,,679.0,356.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1359.95,1359.95,1359.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,191.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1599.95,1599.95,1599.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,90.0,,2259.0,220.0,,679.0,356.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,974.95,974.95,974.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,41.0,,2259.0,220.0,,54.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1414.95,1414.95,1414.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,78.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,1129.95,1129.95,1129.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,487.0,,2259.0,118.0,,679.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1599.95,1599.95,1599.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,183.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,899.95,899.95,899.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,487.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,789.95,789.95,789.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,13.0,,2259.0,118.0,,19.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1199.95,1199.95,1199.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,191.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,2099.95,2099.95,2099.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,191.0,,2259.0,866.0,,,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1919.95,1919.95,1919.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,191.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1559.95,1559.95,1559.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,183.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,2034.95,2034.95,2034.95,,,,30.0,32.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,358.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,594.95,594.95,594.95,,,,4.0,8.0,,500.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1359.95,1359.95,1359.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,183.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,2224.95,2224.95,2224.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,358.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1384.95,1384.95,1384.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,78.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1184.95,1184.95,1184.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,78.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1649.95,1649.95,1649.95,,,,30.0,32.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,358.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,789.95,789.95,789.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,164.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1539.95,1539.95,1539.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,70.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,939.95,939.95,939.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,183.0,,2259.0,,,412.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1599.95,1599.95,1599.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,12.0,487.0,,2259.0,220.0,,679.0,356.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1769.95,1769.95,1769.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,183.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1974.95,1974.95,1974.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,74.0,,2259.0,220.0,,412.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,2029.95,2029.95,2029.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,358.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1649.95,1649.95,1649.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,90.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,2309.95,2309.95,2309.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,74.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,609.95,609.95,609.95,,,,4.0,8.0,,500.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1334.95,1334.95,1334.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,191.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1949.95,1949.95,1949.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,487.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1449.95,1449.95,1449.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,90.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,1044.95,1044.95,1044.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,191.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1599.95,1599.95,1599.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,78.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,884.95,884.95,884.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,89.0,,2259.0,118.0,,124.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,864.95,864.95,864.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,41.0,,2259.0,,,54.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,774.95,774.95,774.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,89.0,,2259.0,,,124.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1914.95,1914.95,1914.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,74.0,,2259.0,220.0,,412.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1934.95,1934.95,1934.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,70.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,1089.95,1089.95,1089.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,183.0,,2259.0,118.0,,412.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1949.95,1949.95,1949.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,191.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,2039.95,2039.95,2039.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,358.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,501.95,501.95,501.95,,,,4.0,8.0,,500.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1449.95,1449.95,1449.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,487.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,1164.95,1164.95,1164.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,191.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,522.95,522.95,522.95,,,,4.0,16.0,,480.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1529.95,1529.95,1529.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,70.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,2314.95,2314.95,2314.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,74.0,,2259.0,866.0,,412.0,356.0,,,194.0,,,Desktop_PC
